condition,suite,task_id,task,episode_index,seed,delay_ticks,delay_ms,success,reward,steps,policy_calls,mean_inference_ms,p95_inference_ms,mean_state_prediction_mse,mean_handoff_action_l2,queue_underflows
stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,1000,1,100,True,1.0,165,17,359.88267324864864,428.83315831422806,nan,0.7202425999566913,0
stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,1001,1,100,False,0.0,280,28,357.284193392843,409.12014972418547,nan,0.9330936339166429,0
stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,1002,1,100,False,0.0,280,28,350.1521600410342,384.5366770401597,nan,0.8138949032183047,0
stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,1000,2,200,False,0.0,280,28,358.38714967082655,439.3351076170802,nan,1.045423944791158,0
stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,1001,2,200,False,0.0,280,28,354.9941730286394,468.0693672038614,nan,0.9899392944795115,0
stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,1002,2,200,False,0.0,280,28,345.943370900516,404.30847872048616,nan,0.9601456335297337,0
learned,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,0,1000,1,100,False,0.0,280,28,396.9154119757669,489.0510325320065,7.93827832899928e-06,1.0054433185745169,0
learned,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,1,1001,1,100,False,0.0,280,28,361.1858584252851,425.84979496896267,2.932108936580267e-05,0.8079216855543631,0
learned,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,2,1002,1,100,False,0.0,280,28,354.0192699458982,464.48351722210646,2.2283398796692683e-05,0.7668266097704569,0
learned,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,0,1000,2,200,False,0.0,280,28,328.51081980126247,415.91695146635175,2.3728166524961125e-05,0.8380959006371321,0
learned,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,1,1001,2,200,False,0.0,280,28,347.636150728379,405.44844130054116,3.2778571768108964e-05,0.9419632049070464,0
learned,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,2,1002,2,200,True,1.0,102,11,405.08646907454187,511.1507549881935,1.5618266338100915e-05,0.6438446905877855,0
learned,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,1000,1,100,False,0.0,280,28,347.150038129517,479.33052685111755,1.3786232127838755e-05,1.1018097577271637,0
learned,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,1001,1,100,False,0.0,280,28,341.67983955038443,431.7159450612962,5.707909194909546e-05,0.9474186157738721,0
learned,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,1002,1,100,False,0.0,280,28,356.74097541985765,433.4981890395283,2.1849579211532358e-05,0.7663808707837705,0
learned,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,1000,2,200,False,0.0,280,28,341.3353228409375,421.29151076078415,2.567148562270126e-05,0.634192477773737,0
learned,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,1001,2,200,False,0.0,280,28,327.77187913390145,371.5623048134148,0.0001832953828313664,1.0753037002351549,0
learned,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,1002,2,200,False,0.0,280,28,329.0453305734055,389.2032712697982,7.952629137738161e-05,1.1583310111805245,0
learned_stale,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,0,1000,1,100,False,0.0,280,28,340.6796458709453,415.87113616988063,nan,0.9216935435930887,0
learned_stale,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,1,1001,1,100,False,0.0,280,28,332.2386415010052,410.9409402124584,nan,0.8617261874454992,0
learned_stale,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,2,1002,1,100,False,0.0,280,28,391.2739500935589,473.5706369392574,nan,0.8851019199247714,0
learned_stale,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,0,1000,2,200,False,0.0,280,28,357.4755908921361,435.32462948933244,nan,0.9338695009549459,0
learned_stale,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,1,1001,2,200,False,0.0,280,28,350.36171613527193,458.25649285688996,nan,0.7986065695683161,0
learned_stale,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,2,1002,2,200,True,1.0,248,25,338.3985958248377,381.3253793865442,nan,0.8060278402020534,0
learned_stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,1000,1,100,False,0.0,280,28,343.87785495658005,401.24253323301673,nan,1.114545197950469,0
learned_stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,1001,1,100,False,0.0,280,28,334.9133080669812,406.69720117002726,nan,0.8533616452305405,0
learned_stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,1002,1,100,False,0.0,280,28,369.0504711121321,515.3127556666732,nan,0.9657691402567757,0
learned_stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,1000,2,200,False,0.0,280,28,352.9505880682596,433.64762952551246,nan,0.9012647061436264,0
learned_stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,1001,2,200,False,0.0,280,28,359.980280178466,516.7903288267553,nan,0.9994706627395418,0
learned_stale,libero_spatial,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,1002,2,200,False,0.0,280,28,345.4410596085446,425.59018786996603,nan,1.277855685463658,0
